Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
24,,<BX> l millor,,,they fixed the bullgear issue after 2013 engine i have 965k just put a new head valve broke and damaged the turbo cost me 15k with labor ishift is ok but i still would go with 10 speed eaton no body will work on ishift but dealer and expensive a hack i got reman ishift 200k ago and new tecu with labor cost me around 15k next truck will be anything with detroit series 60 sick of this new tech crap stay away from ishift just buy manual not bcs it a bad trans but when it break it will cost a lot of money,roughly from $ 3 500 up to $ 20 000 u dollar might be better if you use that money for a down payment in a new truck this is my personal opinion thanks for watching and for the support to the channel,before 2017 the injector would get 70psi fuel and the special cam would press on them to make the 30 000 psi basically each injector wa it own fuel pump thi system is know to last a million mile before injector need replacement also if one fails the other five would allow you to keep driving to the next truck shop common rail ha a single high pressure pump if that fails thats it tow truck just look at the cummins isx notorious fuel pump issue,,nice,,am rican power nice truck,confident look and smart storage what those word even mean,hey my <BX> <M2> rpm go way above 1500 at 70 75mph is that normal,definitely the wave shaved piston for the better burn the turbo gearing mechanism seems new a well to <BX> at least,sir if you change injector <M2> engine need to timing or no thank you,yeah there s actually nothing terribly complicated going on here expensive repair is just a go to for armchair engineer,and yet <BX> usa is still stuck with the same feature and technology from 1900s seems like <BX> only care about european market,,,which engine is last longer life <BX> or cummins
25,,top,,,not sure what year they started putting the new double idler gear bull gear the updated one ha some mark on it which you can tell apart what still fails is the idler gear that drive the tandem pump valve still break off and cause damage lucky yours did not damage the liner or piston,do not waist your money <BX> engine are good engine but mucho money to fix it jus get another engine from 8500 to 13500 and get back to the road by the way i have a 2010 <BX> <M2> 678 000 mile who is interested let me know i am in san antonio tx it s 500 dollar for shiping,,,if we built these engine with 30percent kevlar we can cut the weight by about 400 pound and increase the torque to 5000 foot pound this will accelerate to keep with traffic,,rember that gear do not wann forget,this make tesla s future truck concept already outdated <BX> is leading and now,yes every <BX> rpm go to 1500 at 70 75,<BX> is the best i love <BX>,no need,you might think so but history prof otherwise my dad worked on another turbocompounded engine the wright r 3350 and the turbocompounding system wa extremely reliable all it had to do wa spin the unreliability stemmed from the reciprocating part of the engine the valve would would break escape the piston through the exhaust hit the turbocompounders and break them,it s just upgraded fh nothing new nor special more sensor electronics to fuck your day up i wonder if you can dim the display in this one so it doe not blind you at night,,,cummins is a good motor just have to put bypass engine oil filter and secondary lower micron filter on them once a cummins ha that they can last 1 1 5million without rebuilding <BX> were smart enough to do this from the beginning making there motor much more reliable
26,,these truck are incredible in their driver comfort and amenity i have to wonder why since driverless truck are just over the horizon a i read it driver will be pretty much obsolete within 10 15 year if you get the chance to drive and live in one of these truck grab it with both hand and be one of the last of a breed again a i understand it tomorrow s truck will look much like today s yard tractor oshkosh etc with a small basic cabin provided for when the truck actually ha to be driven by a human,,,thinking about buying a <BX> with a <M2> automatic it ha a million mile what s your advice i will test drive it soon he want $ 15 000,i preffer a freightliner coronado with detroit 60 series engine,30 90 8400 540 464,,rebuild aaye,,good job <BX>,technologie tr s avanc e tr s impressionnante pour un camion bravo <BX>,question i have a 2017 vnl780 with the <M2> the issue im having is when driving in hot temp or loaded climbing hill my coolant is forcing it way out of the overflow tube on the side of the reservoir tank ive changed the pressure cap already and it still doe it someone mentioned that it could be a bad air compressor cause they said coolant run through it any idea of what i should check or replace thanks,thanks for your support,top liner seal never get oiled or lubricated,detroit diesel had similar sistem on dd15 and many people hated it sure hope <BX> doe it better,,,,<BX> every time engine life is almost double the average isx inframe
27,,i like the cabin before this model much more,,,what james said 900 million mile you are asking for trouble especially if the engine ha not been rebuilt or replaced not to mention a million other thing go with a series 60 detroit or a cummins is what i would say preferably a n14 cummins best of luck to you,yeah simple truck very reliable but now emission system are all about money and business,which particle break your lateral attitude,,0 23 curbkiller,,duh i knead 5 mi nut to thunk what gear iz neck,bravo,at 500k mile that s not a bad list compared to isx most engine the turbos injector egr after treatment etc will need work or replacement around 400k so a $ 10k preventive investment before 500k sound reasonable repeat before 900k and get the bearing done if you have not and you will drive pas 1 million mile without major headache o o use your reset hour wisely on pm,<BX> is the best,i used the old gasket but i used gasket victor reinz,are we getting this engine on the fh in europe a well,,,,shukhrat rahimkulov <BX> <M2> is a great engine now if you buy cummins now you just throwing money away because they go out way faster then <M2> <BX> engine cummins do not know how to build engine anymore like they did before never buy a new engine that did not get good reputation yet wait till someone else test new engine then make a choice there is many good engine out there but even more shitty onces
28,,life in production plant,,,do not,i ding i ding not sure no fact,hola ing ayudeme con la calibraci n de un motor <BX> de 06 cilindros mil gracias soy de ecuador,,i love <BX>,,what class of 1970 said,it all look like an animation beautiful,now i see why i see so many of these on the side of the highway,,scania engine better,kristian henningsen d12d500,i like <BX> truck,,,good
29,,one of my dream is to walk in a fh750,,,same a the dd s detroit crab,well i have a few fact for that engine 1 <BX> is the only manufacturer that ha keep the same engine design in general from 2007 up to 2019 few component might be different but if you compare both engine side to side they look really alike 2 sadly but true 2017 2018 <BX> engine those with the injector harness separated from the main engine harness the injector harness ha been defective we have have to replace couple of those in our fleet 3 <BX> engine doe not have a high fuel pressure pump 2016 and up instead three of the injector do the job of the pump quite interesting in my personal opinion i know they are many other detail that i do not cover in this video but it is just my personal opinion thanks for watching and stay around you may find something helpful,bullshit,,i love <BX> full of very strong energy i still keep the n12 <BX> truck in indonesia,,<BX> is the best for comfort quietness fuel officiant safety etc etc,<BX> truck thanks for giving me the chance to watch it,surge tank crack oil fill tube dry rot and crack at the oil pan fitting rear timing gear cover leak crankcase vent pump gasket leak from drying out dosing manifold pathetic how many of these i have changed on the older brick type just to name a few ow and another one i have seen a failed cd player the factory radio throw a check engine dtc that s just the issue i have seen on 14 17 model they do have electrical bug but they are much better than our 2020 international but not a reliable a our 2016 freightliners good video,it s sad we do not get that 300nm torque bump to the 540hp engine,that crisp sound of the engine love it,i think the itourque disapeared with the introduction of the dual clutch gearbox,scssoftware some new objective for you to take on,,,nice vid o
30,,you are not alone,,,good,essa <BX> j est na hora de criar um novo bloco de motor pra sair na frente do bloco da paccar daf es caminh e dessa marca usa uma mec nica muito mais eficiente do que da <BX> que ainda usa um bloco sem tanta evolu o,,,dedy komo <BX> ganteng,,new warrior theme song i am a warrior by vibrant arm from amsterdam,thanks for watching lennart,i have parking light and low beam open circuit took it to a mechanic said you have to take it to the dealer can not find the issue,i like to <BX> and my favorite <BX>,good luck,kristian henningsen i know i had a 500 turbocompound but after the introduction of the fh4 <BX> did talk sbout the i torque engine that s why i asked,my first owned truck is <BX> how much would it cost me to upgrade mine is good a new with few flip and accident talking about ets 2,,,use only the best dinosaur bone
31,,i love <BX>,,,good video but man you are missing a lot of easy short cut that would save a ton of time on installing that cylinder head,i am sorry but i do not understand you i believe that is portuguese language could you please translate to english,,,what is the timing number of this engine,,best,wow adaptive high beam in tractor truck this is what we call innovation,<BX>guy yes they work then they do not till it burn the bulb,i like to engine <BX>,,<BX> have tried this before in europa they made a version with basic in the d12c engine from 2002 untill 2005 they sold this with 500hk it wa party a succes a few of the engine vere really problem engine and these again created a bad reputation about this turbocompound tecknology but the truth is that the majority of the engine worked superb wery economical with the fuel and ran wery long without heavy maintenance and wery good driveabillity powerfull and wide tourque range,muito lindo topado,,,why the hell doe it need 3 freakin oil filter
32,,rossmann you think you are funny you are ugly,,,hey nick what do you have in mind,it do not come close to pre emission 12 7 dd reliability,j aime <BX> ainsi que ce qu il font bravo toute l quipe smt group,,serait ce possible d avoir un peu de vid o en fran ai please il y a de passionn s de <BX> truck aussi en france,,disengages the drive line going down a hill there s a reason why it s called angel gear,please add this to euro truck simulator 2,do the light actually work did you change headlight,,hai how to adjust value inlet and ex,great so it s basically a secondary axial free turbine just like helicopter turboshaft engine and the chrysler turbine car engine too,sleeper need to be bigger,,,because they understand that clean oil equal long engine life and <BX> always life past 1 million mile even with long drain interval
33,,go see a doctor i prefer woman,,,i forget where ur shop is i know it s near harlem let me know,a d12 will a really strong reliable and underated motor,amazing,,keep on truckin and keep on,,ding you can turn that feature off it s called economy mode do not talk stupid if you do not know what you are talking about,this is what the tesla semi should be worried about,what cause my 2017 <BX> <M2> engine air compressor to pop off,,20 in amp 140ex,alex zander exactly power recovery turbine,such a magnificent truck,,,no the bypass filter take some of the oil and filter it really fine and dump it back into the crankcase the 2 regular filter are identical to each other and they filter all of the oil before it go through the bearing the oil that go through the bypass filter doe not go directly through the bearing because the flow is to slow coming out of it therefore it s called bypass
34,,i am machine <BX>,,,my friend ha a 2015 <BX> vnl 670 purchased new for around 150 <M2> ishift got 750k mile running strong today no major issue he say uphill work good with full load,yeah d<M2> 15 16 are reliable engine in general but we will see how this <BX> <M2> engine perform down the road,very nice bro please subscribe my channel,,guess what it would cost a single timing gear on that newer <BX> engine friend paid $ 17k for a single gear replacement,,i will never fall in love with an automatic transmission or your lie woman,full self driving will probably worth way more than having a range over 800 km from a truck driver perspective so the tesla semi is probably fine a long a tesla stay on schedule,constant pop off make sure line from governor going to air tank is not leaking somewhere sometimes air dryer assembly is bad or governor itself,,los motores <BX> su sistema de distribuci n e por engranajes,nothing new,so the bedroom is in the title,,,the filter are in order so big dirt get stuck in the first filter medium dirt get stuck in the second filter and the smallest dirt get stuck in the third filter
35,,you have a choice of 850 different color but on the day this video wa shot everybody chose the same one what a coincidence,,,i started working on mack <BX> truck back in january i have seen a lot of injector and cam issue on the common rail and non common rail <M2> s egr valve egr cooler turbo and dpf s also seem to be troublesome we also get a lot of i shift work in too on the mack mp7 s in trash truck i have seen them drop air compressor and bull gear just some thing ive seen wrong with them in le than a year working on them in a dealership,i work on <BX> bus we use <M2> like this one,<BX> engine is earth push up,,could not just buy a whole new engine for that price,,dgaf ak87 yeah i forget who pioneered the technology but they are all very similar now mack <BX> freightliner i could not tell the difference in how they perform when i tested them out but my work truck still all have manual thank goodness driv8ng is not the same for me without it,good,great video i will show this video to my customer,,<BX>,and the wright r 3350 tc aircraft engine,the salary in europe remains the same and the same working and sleeping in gas station condition,,,these engine are designed to run over million mile so it s critical that the oil is a clean a possible
36,,good job i like <BX> and have a good experience on 1641ge power generator set,,,brenden helman good insight thank you for sharing,i m also work on <BX> b7r b9r b11r bus,,,<BX> a good truck is never giving me a problem unlike junkliners they always have problem so then i do not money,,superturboawesome cascadia doe not have an ishift cascadias have the mercedes transmission,everyone talking about ets2 yet i can not wait until our company sell the 2016 one and buy these,i got a warning on automatic transmision on 2016 <BX> i shift the neutral secured is not found i do not know what to do please help,,buen v deo pero despu s de todo ese trabajo un spray de pintura no vale nada y queda como un motor nuevo,interesting did you all go back and research the turbine shaft problem that the u army air corp had with turbine shaft in the wright 3350 turbo compound radial engine of the late 1940 s up to the 1970 s they never did totally cure the breakage problem,,,,how often do you like 9 gallon of oil changed on the regular
37,,c est vraiment super vos vid o on en apprend sur ce merveilles de m canique tout le monde parle du fh16 mais n oublions pa aussi le moteur <M2> et le moteur <M1>qui sont de v ritables merveille d ing nierie ce nouveaux fh sont le plus beau de tous le camion,,,hi from new zealand we are running cabover <BX> fm 540hp with i shift transmission 30 35 truck amp trailer unit 1 3 million km with 5 year lifespan with u almost 24 7 operation and pretty much all are original engine amp gearbox s just general maintenance etc can not say better about the <BX> amp <M2> but i am sure there s difference from down here in australia new zealand amp the state love your channel very informative,jaime cruz in our fleet usually they have couple issue now and then but this is for 2016 and older like nox sensor problem or emission relate it beyond 500 000 mile usually transmission ha problem and injector cup but this depends of many factor like pm interval driver performance and other little thing 2017 and newer truck still around 400 000 mile or le so i can not give an answer for that yet,i just wonder the sense of putting one cylinder head for the entire big 6 cyl diesel gasket issue piston damage occurs now and then much easier to repair if each cylinder ha it s own head,,claudio hysi yes mine is 13 <BX> vnl670 model emission is the biggest failure,,superturboawesome never trust a woman that s born on her birthday,it s all great but when we actually will see this in ets2,check transmission harness over transmission also check white connector begin seat that come from your gear selector shifter the pin in that white connector always ha corrosion,,ai folosit segmenti vechi la camasile noi,,this is amazing,,,over time the engine absorbs contaminant such a durrty water
38,,how to build in five day wtf,,,don orcha yeah from what i can gather you guy are getting the short straw on some model look up new zealand trucking video on youtube were like a melting pot for all make amp model <BX> amp kenworth truck are top of the food chain amp isuzu is the most sold maker here,jaime cruz some customer make 600 000 in one year and no problem but the engine keep warmer on bus because engin is in back,<BX>,,u clearly either do not have a 2008 and up <M2> or d16 or have a pre emission <BX> wich in my whole life with <BX> shaker kw or petes the <BX> truck are the weakest injector or it cup turbos and so on is their biggest failure,,1 2 million on ishift no issue stop making stuff up oh i also have a 07 670 with a 13spd cummins that i use for my driver i could take it at any time but ishift is better,most of the viewer would be from ets2,hi there thnx for the video actually i have a 2015 <BX> 630 <M2> 500hp and i have a antifreeze leak underground what i know is that is coming somewhere between agr and water pump behind so my question is if you have experienced something like this,,catalin barbu inteleg totusi in locul lui eu puneam segmenti noi cu o miscare avea motor nou faina treaba ai facut numai bine si spor la treaba,,parab n ficou muito top show,,,kia speed o meter replacement
39,,my wish to drive one <BX> you are the best i even have the fh16 globetrotter in ets2 game so cool so spacious i would like to drive one or at least see one pls let me get the opportunity to see and drive this truck i am 13 year old,,,oliver chittenden see over sea u guy have the uncut build almost like pacacr and cat bac in the day whenever it built somewhere else it always run better,jaime cruz i work with new bus but i could ask to somebody in service dept,,,plsss need ur help i have a problem about the hard starting <BX> fh every time we are travel and sometimes we rest of the road the engine switch off after that maybe 1hour rest and then if start it hard to start i replace the hand pump assembly cuz i see before some of diesel leak so i decided to replace the hand pump or the feed pump after it will replace it d same happen i use computer <BX> techtool for sure checking the fuel system the computer respond no problem about the fuel system i need ur help plsssssss,,there s a button on the ishift big and grey you can drive manual all you want,i love <BX>,i wan na make a delete to my <BX> 2013 b13 can yo help me,,am cerut proprietarului camionului piese noi dar el a adus doar ce a considerat ce trebuie schimbat nainte de a monta pistoanele am verificat cu segmentul in c ma fanta din ce mi amintesc nu a luat segmen i pt ca motorul nu ii consuma ulei,,a lot of american trucker here,,,do not know why i am watching even i do not have any truck
40,,pluck the time is coming for you boy the right connection my friend talk to the <BX> people too good lock kid,,,great job on the video,how are these engine after 600 000 mile on them,my youtube junidengin like subscribe comment share,,danilo acero you can check camshaft sensor and flywheel sensor,,,i love <BX>,derate shit only,,meserias,,until self driving truck come along,,,maybe you will have one day
41,,thanks for your support keep it up hope you will get to drive one in the future,,,hey bro s were can i get a wire diagram for the jake brake for the 05 <M2> <BX>,how can i found the <M2> block is similer to other <M2> engine please guide me,irgendwie stimmt die z ndfolge nicht da fehlen auf manchen zylindern einfach die einspritzung,,usually hard starting is from injector sleeve check for air in the fuel by hooking up a clear line from the front of the engine on the return side above the pulley on head plug off the fuel return on the fuel filter housing a well your clear line should be running back to fuel tank run unit and check for air bubble if you see air bubble your injector sleeve are worn there is an update for the cup usually silver style use to be bronze colored,,,loved working on a 8x4 fh600 <BX> but the biggest pain on it wa a tiny 300l fuel tank that could be emptied in le than 200km with the load s i had to run with about 54t in mountainous land and the bed being a bit small for my shoulder,so basically stay away from new <BX> truck got it,,santosh macknicke 8887705953,,why is not aerodinamic like american truck and bigger cabin for driver,,,hahaha
42,,very good,,,all these new engine are the same some might be cheaper to fix but they all break down about the same <M2> is a good engine if you take care of it it s been around in europe for a while,engine remanufacture on google,wrmhqbadgb bh,,yes i put the many time of this truck a lot of people trying to help me but the problem is no solve so we dicided the trouble and get some info about the problem and we will back to solve the trouble the engine when it start the diesel return ho there not to flow back to the diesel tank,,,get this in ets2,do you know of any modern engine that doe not have these problem and then some i do not,,nice,,can not say usa truck are more aerodynamic main difference is because of eu ha much more narrow juctions and road so u style truck would have trouble manoveuring here,,,use genuine <BX> oil and filter and you will be safe on your trip because these part provide to your <BX> vehicle best protection for main engine component piston crankshaft valve oil lubricates and protects engine of slugg overheating
43,,wonder if we will ever see any of these over here across the pond we seem to be more about fuel economy with nose,,,jace aaron i am trying it out now look great so far,you might need the engine serial number truck year and your vin number also do not try to find the engine by yourself try to consult a technician before buying it this is my personal opinion i hope to help you in your decision,aapke video ham apne channel per upload karna chahte hain kya permission hai mil sakti hai,,you still having this problem,,,can not wait for the adaptive high beam to be available on ets2,flywheel housing like to leak a well currently fixing one great video by the way i have told many of my coworkers to subscribe,,salut ai putea s mi dai lista de piese de schimbat pentru a repara cilindrii cu cilindri cu articula iile mul umesc n avans,,,,,<BX> 7 985 100 86 68
44,,lyle you have the vnl so probably not the u market is not known for it s love of cabovers,,,a a master <BX> mack tech i will say i have seen way more failure on the <BX> engine compared too the mack we think it due to the programming in the engine the mack just do not have the same issue <BX> doe with dropping valve,great engine when maintained correctly,not impressed in uk,,i can not find the crazy trouble but it wa challenge for me i hope will soon i can analize the trouble for made my day haha,,,well said although i fear sc might have not heard that,radiator crack timing gear cover air manifold pas through fitting leaking air do not get me started on the shoe separation,,ese mecanico qe esta armando ese motor e un cochino como basa agarar la cara delos metales sabemos qelos metales son vien delicados,,they can take away most of that electronic crap,,,i work for the company who produced the engine animation please reach out if you guy would like to create new animation for aftermarket group
45,,are they crappy like the car,,,what would you like to know,mack mp8 in a different color,md bodor led,,<BX> 7 985 100 86 68,,,definitely bro,zyaire aden whoa it took like 15 min but it actually worked,,no quiere agregar alguna falta ma de ortograf a,,anyone wanting to be a truck driver based on what they see here forget it this is pure fantasy think congested highway impossible delivery schedule grumpy customer and some arsehole transport manager on the phone every ten minute,,,this is one of the best engine with high quality it very important use <BX> filter
46,,doe anybody know that a 8x4 heavy haul truck can pull 750tonnes 750 000kgs,,,i would like to know more about this being a <BX> mack tech myself email preferably,more room to work on nice,,,,,,how much doe this thing go for,what is p05eb00 code,,hello sir i am intrested in this <BX> company so can i get any job in this i will love accept this job,,lovely am looking forward to have this in kenya soon i love this,,,hillbilly 8 yep our poor old series 60 will only run 1 2 between inframes because of those good for nothing wix filter oh the horror
47,,fathullah yes it can but somethings are shuld be strong tyre and for run on plane area and for short tuor,,,ross vinnitsky that s because mack s are typically vocational truck i have been seeing alot more mack anthem on the highway but yeah <BX>s are everywhere usually always driven by some eastern european that doe not speak english,what coolant is this truck using i use the orange elc this look more rose or pink color,,,sorry have anyone answer me i useing <BX> engine to produce electricity but it consume more fuel for electric about 40 liter per hour,,,if i could pay a truck like that i would become a truck driver sadly thats just not possible,dillon moore another person said it wa injector malfunction code is the dealer the only way to find out what these code mean,,good,,oki,,,mack engine and <BX> engine are the same
48,,junk,,,lol how many mack are out there 1 mack and 1000 <BX>s thats what i see everyday,new truck use light yellow,truck kitchen cilindar ka houta,,yes,,,<BX> love thai,try to put it through a regen and see if that help,,unpacking new part always bring a smile to my face,,the price,,,yes exactly the same other than paint color
49,,if they redesign the cabine must they than also change the machine thats make the cab,,,my d 13 all of a sudden at 70mph the power steering went out then the engine immediately shut down turn out a common failer wa the idle gear that turn the two pump went bad all the gear back there had to be replaced 7500 semolians,texaco heavy duty elc it s actually light purple engine oil is factory fill chevron delo 10 30,,,vjbv,,,imagine those headlight are a bit longer on the body it would look so cool,anyone know if <M2> 505 hp is good to pull 63500 gross weight of fuel tanker in bc mountain,,yes especially when there are quality piece,,love love,,,yes mack mp10 d16 mp8 <M2> mp7 <M1>
50,,<BX>,,,d12 is the best we have 1998 fh no injector cup replace yet no cylinder head remove only twice water pump change still working gud,any 50 50 work really,good,,<BX> is low quality truck,,,i want to drive this on ets2,my <BX> 775k on it no leak def system still running no issue at all bull gear or idler gear will fail around 550k i shift i think is worst transmission in shop now because of it i hope i get fixed also water pump leak,,gdzie pomiar wysokosci tujeji na bloku czemu tloki stare a tuleje nowe prawidlowy moment dokrecenia glowicy jest 3 etapowy 100 nm 120stopni i 90 stopni ale efekt w miare ok,,,,,good
51,,in simple word this is called a perfect team work but in actual how much hour they get to make one truck,,,vagabond john sir m in uae duabi here <BX> is most popular truck,yeah you are right about the color these truck come with texaco elc that is like kind purple or dark pink color others truck do not have the sticker brand but they still specify what kind of coolant is recommended to use if you flush it i hope this answer your question,ok,,<BX> fh is not low quality truck,,,i have a new security system i will give it only for <BX>,take a shot every time this vato say perticulir expesshially,,exelente video gracias amigo,,i hope i could drive,,,excellent video
52,,best,,,hard start and change injecter cup seriously coolant loss is bad injectoer cup,,great video thanks check out my youtube channel thank you,,ha aha ha <BX> filter <BX> engine everything is bad mac engine is same only different letter <M2> or m and color <BX> is green mac is red in my opinion problem is not a filter it s fuel and also all emission stuff is only addition problem and pain in the as,,,improve aeordynamics well how much could you improve to a moving brick,i got a 09 <M2> blow cold air when i turn on the blower motor ha new radiator thermostat heater core and still ha hot heat in the bunk area any suggestion,,exelente video gracias amigo,,<BX> ha bad flashing when you overtake them,,,
53,,salam sayyad,,,the explanation that i got when i went to school on the <M1> <M2> and d16 wa they feel that the torsional vibration are reduced because the vibration go right out through the flywheel not through the crankshaft,,very nic,,sorry josh to here you do love mack truck beter then <BX>s but one thing you must keep in mind is that mack and ud nissan and renault do only use <BX> eng and gearbox,,,make the edge round and the front pointy,dillon moore heater core wa bad customer told me it wa new but he replaced radiator and overflow tank after the heater core i noticed core would only get warm1 4 of the way so with all the new part we went and got a new core and now he s happy and warm driving around the chicago area,,,,absolutely beautiful truck wish i wa a successful owner operator to get one like this cab over style wa my first memory of trucking even tho only garbage truck are the one that use them in my childhood inner city very cool <BX> your still my favorite,,,
54,,yes it s right new <BX> have so many computer and if you stop for the night and juse cab heater laptop and light you must forget about star engine in the morning,,,is this in reference to s dampener,,thank for the video,,legal es motorzinhos de dentista zim zim,,,oh yeah yeah yeah yeah yeah lol you got ta change your username and profile pic it s kinda dead i got ta do it to,check and make sure the a c switch is working properly,,exelente video,,show <BX> e <BX>,,,
55,,theyre hella fuckin expensive,,,how much doe an overhaul on this engine run looking to get into the business and would like to know in advance thanks,,we connect client to manufacturing in vietnam casting hot dip galvanize welding cnc with low cost and high quality please visit our web auroramanufacturing net,,i love mercedes actros the father of alll heavy truck,,,<BX> scania,please tell me something about these code spn 1659 fmi 7 spn 1659 fmi 12,,cat a costat cu totul piese manopera merci,,,,,
56,,$ $ $ $ $ machine,,,my dealership quoted a level 3 over haul for $ 25000,,good while new then replacement only with new one the manufacturer is not part of the part for injector regeneration dobre p ki nowe a potem wymiana tylko na nowe producent nie udost pnia cz ci do regeneracji wtryskiwaczy,,too bad it the worst thing ever made breakes down every 5 minute and it not the father of heavy truck it just shit,,,what are the hp rating of the new fh16,your truck may need a software update my friend,,piese plus manopera circa 6 000 lei,,,,,
57,,there is more robot than people in this factory,,,shah trans could of just dropped a cummins engine for that price,,job milegi mechanical yaseen 00923369894919,,d series ha sensor problem n electrial problem too get mack mp engine support american big rig,,,lng powered,my truck wa not accelerating so repair guy came and replaced filled fuel filter and made truck moving i traveled 6000 mile and fuel filter seems almost full with diesel and filter look way dirty any suggestion on what could it be,,sa mai postezi,,,,,
58,,impressive,,,shah trans why in the fuck would you spend that much and not just get a dd 12 7 or have it rebuilt somewhere else rebuilt on these is fairly high compared to other engine it s around 15 20k that s just bad business man,,6 selandar ka fayring kod kiya hai sar,,zsolt luk c i rather drive usa mack then swedish <BX>,,,i love it wow go <BX>,most likely really dirty fuel,,are o ragaitura si se aude o mica bataie la ce tacheti are tin sa cred ca nu is eglati 100percent 80 percent,,,,,
59,,meckanya morocco de moteurs occasion <BX> excellent tat importe tel 00212 6 48 03 6999,,,<BX> <M2> i say do not buy i sepend $ 42 675 00 to rebuild motor,,injamamul khan yas abhe ma kar bhe raha hu,,josh woermke no problem unfortunately the computer error of all truck to occur now every manufacturer is trying consumption and emission reduced s the birthday of smaller electrical and computer bug europe in addition to three time the cost of fuel a the usa many lived in the dense area so you can only escape from the pre development of course it is also true that the truck manufacturer to apply the planned obsolescence trick <BX> for example the much thinner wiring than 15 year the first kid rzs l dnek vezet kek az rt these thing do not happen by accident this is also true wide road,,,i am showing my bos tomorrow,2007 <BX> vnl truck gas pedal will not work after alternator replacement got a new pedal w sensor same situation wont work any suggestion,,where is this shop located,,why are not these truck available in the united state,,,
60,,i love <BX> vehicle,,,after treatment issue will put you out of business quick if you do not have enough capital,,app excavator ka kam janta hoo sir,,sorry i wasnt trying to insult <BX> cause mack n <BX> are same truck right,,,what happened now,got a <M2> <BX> 2016 engine found fuel in the coolant reservoir what caused it,,meserie,,malayalis undo,,,
61,,muito bom timo ok,,,i liked this video good job guy i just started driving a <BX> i really like the motor,,injamamul khan india,,<BX> is something they can do better because he took the mack truck interesting that <BX> in sweden from 60 to 90 metric ton gross weight rolling without a problem no 36 metric tonn a in usa,,,i love this truck iam a <BX> driver,egr cooler can cause that,,good job,,all area shown but not the mini bedroom summarise again which part of the video missing,,,
62,,scania gt <BX>,,,just a good a any modern day cummins detroit ect all more or le the same nowadays,,app kaha sa ho,,mack engine are better then the <BX> d series,,,where is <BX> fh16 750 4x2,first off the 7th injector is right behind the turbo that is a normal maintenance second the biggest preventive measure for the aftertreament system on the <M2> engine <M1> mp7 and mp8 d16 and mp10 engine are air dryer service moisture get in the ahi module and wipe them out the 7th injector or aftertreament fuel injector is a wear and tear item and is not expensive to replace the only non diy item is a parameter reset after replacement fuel injector require retorque a part of a valve adjustment the retorque enusures contact with the cup what this video illustrates a the 7th injector is the def doser yes it wlll build up with crystal that will lead to code like p02ee fault or other nox efficiency fault also there are two different nox sensor on mack and <BX>s the color of the connector indicate inlet and outlet both require a parameter reset if you mix up the sensor you will end up with a communication fault on high mileage <BX>s pay close attention to the double idler gear pop the valve cover and look at the main idler gear below the cam gear if you see the nut backing off behind the bearing get ready for a repair that is the big i work for a <BX> dealer i see every complaint on a daily basis about the ishift trans i dare you to go to a eaton ultra shift,,ce frumos suna bravo am un motor d12c la fel,,en el minuto 2 45 very dangerous truck inside the circle and is go ing to let it from inside,,,
63,,id love one of those,,,between the <BX> <M2> the detroit diesel series 60 12 7l and the detroit diesel d<M2> which one of these three need le maintenance,,commins injan 200kva ka fayring cod kiya hai sar,,than,,,what other camera doe it have,good day we have a fh440 <BX> truck when you drive all of a sudden the instrument figure go away and truck lose speed and do not want to pickup speed like it lose power and sometimes after a while it ok,,,,el cami n circulando por el interior de la rotonda y abandon ndola desde el carril interior,,,
64,,a shame there coud not be more picture from the engine plant some machining etc,,,definitely 12 7 serie 60 best engine out there no emmission crap,,<BX> truck mileage no,,yeah know,,,the best truck,do a video on a mp8 or the mp10 engine plz,,,,oh no stop watch at 013 not good not guard bumper not safety,,,
65,,although i used to work at that plant so i kinda know how it look but would have been cool to see anyway,,,texasabbott 12 7 for sure,,ah yes yellow and blue,,they are made by the same company and are actually the same engine with different name the same go for the m drive and i shift,,,,great video i have a 2014 <BX> <M2> engine with 869000 mile in it i am having problem at high gear and low rpm the truck seems to loose power and start shaking bad i did some test and one of them turn the truck off unplugged the turbo actuator wire start the truck and it ran fine not shaking at all just having a little turbo leg i already changed the turbo actuator and did the gvt calibration when i tested the truck the problem came back can you please give your opinion on it thanks helton,,,,smart one,,,
66,,and what s that that s not a secret,,,detroit diesel series 60 12 7,,nice sale pitch but doe nothing for tech yes tech tool is great but could you provide something with more detail or a service manual link i agree i would rather do a starter or any repair on a <BX> v s an international their engineer did a great job of cutting down service time,,except for the word <BX> and the <BX> vid this is the same advert for the the mack filter and injector d,,,now i need to wait for sc to insert in ets2,disconnect the egr differential pressure sensor and road test the truck egr cooler might be clogged,,,,,,,
67,,it s company s main secret just like the kfc s recipe,,,why guy do not put what shop it is so i can bring my truck there,,super bro,,,,,lol wanted to comment that,hello great video very informative i have a question about the egr cooler when the egr cooler fails and need replacement should they also clean the dpf filter thank you for your time,,,,great more warning light that even <BX> do not know how to fix then it spends week in work shop get it back 1 hour up road warning light back on just brilliant i think if you want to make good truck get rid of all the crap and just build bigger cab,,,
