Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
26,Hadir nyimak.. Walapun telat,Plz English boss,,,Terbaik bang terus buat content trouble shooting...mantap ...terima kasih perkongsian ilmu bang👍🏻,,,,pressing or pulling the belt tensioner,"Jossss... , suwon lho yo 👍😁",pagi bang😁makasih sharingnya 👍👍,,,rebuild.?aaye?,,,,<BX> every time. Engine life is almost double the average ISX inframe,,
27,Fuyoo mntap lh🤝🤝👍🔔🙏,"The video provides subtitles or translation into various languages.<br /><br />How to activate it:<br />1. Press point 3 in the upper right corner (on the video)<br />2. Then select Subtitle, then select the language you want",,,Insya allah klo ada trobel lagi ya bang. <br />Trima ksih dukungannya. 👍👍👍,,,,Melu nyimak,Ko bisa trbalik bos pmsanganx ada krusakan lain kh sblumnya,Sama2 bang 😁,,,"<a href=""https://www.youtube.com/watch?v=SbKrxjaKDGE&amp;t=0m23s"">0:23</a> curbkiller",,,,Shukhrat Rahimkulov <BX> <M2> is a great engine now. If you buy Cummins now you just throwing money away because they go out way faster then <M2> <BX> engines.  Cummins don&#39;t know how to build engines anymore like they did before. Never buy a new engine that did not get good reputation yet. Wait till someone else test new engines then make a choice. There is many good engines out there but even more shitty onces,,
28,nama dan fungsi komponennya,Sensor presure oli kalau bocor penyebab apa gan ya kira kira,,,Perbanyak konten troubleshooting bang 👍👍,,,,@Biggy Feri mau juga disimak,Iya bang sebelumnya ada penggantian idler pulley informasinya.,Mesin yang besar sekali tenaganya,,,I LOVE <BX>,,,,Good!,,
29,Nyimak review enginer,"Bocornya dari dalam sensor kah bang, atau bagaimana?",,,insya allah bang. 👍👍,,,,"Monggo ,, silahkan bang",Bahut badiya assalamualaikum from Indi,L17.. Dtg menambahkan 1 View.. Semoga kerja terus sukses..,,,I love <BX>. Full of very strong energy. I still keep the N12 <BX> truck in indonesia.,,,,Nice vidéo !,,
30,Keren channelnya..smangat kawan..pokoknya mantapp,Thanks vary good sir,,,Trobelshootingnya sangat bagus sekali bang. 👍👍👍,,,,U can get in 500 usd only,Waalaikumsalam Warahmatullahi Wabarakatuh,Trima kasih kak 😁,,,Dedy Komo <BX> ganteng,,,,Use only the best dinosaur bones.,,
31,Makasi kak 👍,You&#39;re welcome 👍👍,,,Oke trima ksh bang,,,,👍👍👍👍,Hadir Mas Fery<br />nonton samapi akhir penjelasannya <br />tentang memperbaiki <BX> <M1> Engine problem,Mantap  Info  <BX> <M2>i,,,What is the timing number of this engine,,,,Why the hell does it need 3 freakin oil filters??,,
32,Channel keren bermanfaat infornative🙏🙏👍👍👍,Apakah bilah error Pid 94-1 dan Pid 94-7 / feul presure low  menyebabkan engine ga bisa hidup ? Dan  tak lama setelah crank karena g mau hidup dia langsung keluar erro semua injector dibilang open circuit,,,mantap bro.... sukses selalu kawan,,,,سلام دادش فارسی میتونی صحبت کنی,"Terima kasih pak A, <br />Selamat malam mingguan. 😁😁👍",Bener2 ahlinya mesin <BX> Mas feri ini,,,Serait ce possible d&#39;avoir un peu de vidéo en français Please il y a des passionnés de <BX> Trucks aussi en France 😁,,,,Because they understand that clean oil equals long engine life and <BX> always lives past 1 million miles even with long drain intervals,,
33,Waww krenn bgt kak,"Iya bang, itu tekanan fuel terlalu rendah.<br />Coba cek fuel filternya dulu.",,,Trima kasih bos,,,,"@Biggy Feri Hello, I need the <BX> Gearbox 215 program. You can send it with WhatsApp",يعطيك العافية  كل مرة  نستفيد منك,"Bukan ahli Pak A, masih belajar jg. 😁",,,keep on truckin and keep on,,,,"No, the Bypass filter takes some of the oil and filters it really fine and dumps it back into the crankcase. The 2 regular filters are identical to each other and they filter all of the oil before it goes through the bearings. The oil that goes through the Bypass filter does not go directly through the bearings because the flow is to slow coming out of it. Therefore it&#39;s called Bypass.",,
34,Mksi kak,Kabel hm untuk <BX> versi.2.itu warnanya apa ya,,,Superr bro,,,,@Biggy Feri ok 🙏🙏🙏🙏,شكرًا لك ، آمل أن يكون ما سأقوله مفيدًا للجميع.<br />امين,"Nyimk engine control unit mantap sob, mksih👍",,,guess what it would cost a single timing gear on that newer <BX> engine...  <br />friend paid $17k for a single gear replacement.,,,,The filters are in order so big dirt get stuck in the first filter. Medium dirt get stuck in the second filter. And the smallest dirt get stuck in the third filter,,
35,keren bgt infonya bro di tunggi hadirnya kawan semua sudah aman,Mungkin kabel datalink nya ada yg putus bang. Kbel di sebelah kiri . Ada kbel di plintir warna orange/abu2 .<br />Coba samean cek kabelnya itu dulu.,,,Thanks 👍,,,,من نمی توانم دوست باشم ، فقط می توانم اندونزیایی صحبت کنم.<br />برای پاسخ به این چت ، من از google translate استفاده می کنم,Sir good evening may  <BX> engine low power wath is the main problem.,Sama2 bang,,,couldn&#39;t just buy a whole new engine for that price ?,,,,These engines are designed to run over million miles so it&#39;s critical that the oil is as clean as possible.,,
36,Mkasi kk. 👍,@Biggy Feri kanibal sama LCM dan VECU tpi hmnya msh no data itu penyebabnya apa ya mohon di bantu ni bang.,,,,,,,Fungsi piping bbm di ecu apa om.,@Biggy Feri normal sounds engine good but running in the high way only 60kph.  Your prking rpm is good but only running problems. Thank you,mantap kawan semangat berkarya yeah,,,"<BX> a good truck, is never giving me a problem! unlike junkliners they always have problems so then I don&#39;t money!",,,,How often do you like 9 gallons  of oil changed on the regular ?,,
37,Mantap bang infonya saling berbagi ya.. 👍👍🤝🤝🕺,"Kalo kanibal ECU(ENGINE) , harus sekalian sama LCM dan VECU nya. Klo  cuma Engine ECU , engine Gak bisa Hidup.<br />Kok bisa tau kalo ENGINE ECU nya rusak.",,,,,,,"Untuk menjaga temperature yang ada di dalam Control Unit, agar tidak terlalu panas. <br />Ya secara tidak langsung untuk mendinginkan Control Unit tersebut.",Are there any symptoms resulting from the problem?<br />such as white smoke or an abnormal sound on the engine.,Wahh dpt ilmunyaa nihh.. Terus berkarya banh👌🙏,,,@Claudio Hysi Yes mine is 13 <BX> vnl670 model emissions is the biggest failure!,,,,&quot;Over time the engine absorbs contaminants such as DURRTY water&quot;,,
38,Mkasi bang 👍,Ecu nya rusak jadi ecu nya diambilkan di unit yg ada pas ecu nya di pasang di unit ecu yg rusak hmnya no data itu penyebabnya apa ya bang   mohon di bantu bang.trims,,,,,,,Beri saya diagram atau penjelasan brake system fm440,Terbaik bang,"Terimakasih banyak atas informasinya,,<br />Sangat bermanfaat bagi saya. 👍",,,"u clearly either dont have a 2008 and up <M2> or d16 or have a pre emission <BX> wich in my whole life with <BX> ,shakers ,kw or petes the <BX> trucks are the weakest .Injectors or its cups ,turbos and so on is their biggest failure .",,,,Kia speed o meter replacements,,
39,Hadir bos salam silaturahmi semoga amanah amin🙏🙏,Masalahnya hmnya no data jadi ga bisa hidup,,,,,,,Insya allah next video bang. 👍,Trima ksih bang. 👍👍,Semoga bermanfaat kawan,,,Plsss. Need ur help i have a problem about the hard starting <BX> fh. Every time we are travel and sometimes we rest of the road the engine switch off after that maybe 1hour rest and then if start its hard to start. I replace the hand pump assembly cuz i see before some of diesel leak so i decided to replace the hand pump or the feed pump. After it will replace it d same happen..i use computer <BX> techtool for sure checking the fuel system the computer respond no problem about the fuel system. I need ur help plsssssss.,,,,Dont know why i am watching even i dont have any truck :(,,
40,@Biggy Feri ok boss mkasih 🙏🙏,Wa alaikum salaam,,,,,,,MERCI ENCOR QU&#39;ALLA SOUBHANE WATTALLA VOUS Récompense SUR SE BEAU TRAVAIL,"Konten bagus, sangat bermanfaat bagi para pemula",Oh gini yah Bang oke ikut belajar juga yah 😁,,,Danilo Acero <br />you can check camshaft sensor and flywheel sensor.,,,,Maybe you will have one day,,
41,Mks bang d tggu ya 👍,Omar Vidal desde el salvador ilopango le saluda vuen vídeo,,,,,,,Merci,"Oke di lanjut. ,👍",Punya FB kah mas?,,,Usually hard starting is from injector sleeves. Check for air in the fuel by hooking up a clear line from the front of the engine on the return side above the pulleys on head. Plug off the fuel return on the fuel filter housing as well. your clear line should be running back to fuel tank. Run unit and check for air bubbles. if you see air bubbles. your injector sleeves are worn. There is an update for the cups usually silver style use to be bronze colored.,,,,hahaha,,
42,Keren bang smngat truss..<br /><br />Saling mlngkapi.,Me gustaría ver en qué cambia el Mack mp8 al <BX> torquez i códigos me imagino que los sensores son los mismos,,,,,,,Thank you,Engine cranks but no start. <br />Sangat menginspirasi video-video daei channel ini. 👍👍👍,Ada linknya di deskripsi channel saya bang. 😁 samean buka aja.,,,Yes i put the many times of this truck a lot of people trying to help me but the problem is no solve so we dicided the trouble and get some info about the problem. And we will back to solve the trouble. The engine when it start the diesel return hosses there not to flow back to the diesel tank.,,,,"use genuine <BX> oil and filter and you will be safe on your trip,because these parts provide to your <BX> vehicle best protection for main engine components ,pistons,crankshaft ,valves ,oil lubricates and protects engine of slugg ,overheating.",,
43,"Review engine <BX> <M1> A 370,wah boleh juga neh ilmunya om 😊",Muy buen video sería bueno ver la tabla de códigos i como leerla por destello,,,,,,,You&#39;re welcome 👍,Semoga bermanfaat .. 👍👍👍,mekanik ekadharma ya mas,,,you still having this problem?,,,,"Ремонт дизельных двигателей <BX> , Россия , Москва , тел +7 985 100 86 68",,
44,"Makasi bang , semoga bermanfaat 👍👍","I am from India,<br />Brother what&#39;s app no plz.<br />Tell me a something question answered plz",,,,,,,Engine ecu replacement.. 👍👍👍👍👍<br />Sangat bagus,Terima kasih informasinya bos.<br />Padahal masalahnya cuma sepele ya. 😀😀😀,Maaf Bukan mas. ☺,,,I cant find the crazy trouble. But it was challenge for me i hope will soon i can analize the trouble for made my day.. Haha,,,,I work for the company who produced the engine animation. Please reach out if you guys would like to create new animations for aftermarket group.,,
45,terbaik,Walaikum assalam brother,,,,,,,Oke.. terima kasih,Semua pekerjaan harus dilakukan dengan teliti dan hati2. 👍👍,Makasi informasinya mas🙏,,,"Ремонт дизельных двигателей <BX> , Россия , Москва , тел +7 985 100 86 68",,,,this is one of the best engines . with high quality .<br />its very important use <BX> filters.,,
46,Selmt pagi bos kuu.   😊😊,اناسعيد بي معرفتك,,,,,,,Bang beggy software boleh x di install dengan <BX> tech tool,,@Biggy Feri Alhamdulillah,,,Салом,,,,hillbilly 8 Yep. Our poor old Series 60 will only run 1.2 between inframes because of those good for nothing Wix filters. Oh the horror!,,
47,Mantap Bang ayo bikin video lagi,Ikut belajar Bang biar pinter 😁,,,,,,,Oke bang,,"Sama2, semoga bermanfaat",,,"Sorry have anyone answer me.I useing <BX> engine to produce electricity, but it consume more fuel for electric about 40 liter per hour.",,,,Mack engines and <BX> engines are the same???,,
48,makasih bang sekarang jadi tau nama partnya,mantap menyimak penjelasannya,,,,,,,@Biggy Feri masa install ecu lama     x dibuka ya abg,,Gudang ilmu channel ini mah,,,Yes,,,,Yes. Exactly the same other than paint color,,
49,Engine <BX> mantappp,semngat siang dgn L36dri gua snepai^^<br />salmgamer^^sllusupprt^^,,,,,,,"Ada bang, di download dulu, trus disimpan di laptop yg sudah terinstall <BX> tevh tool",,"Wkwkw.. stif lg nyepring paling , kok gak muncul",,,vjbv,,,,"Yes. Mack MP10=D16, MP8=<M2>, MP7=<M1>.",,
50,Luar biasa mas bro 👍👍👍,mantep bosque...walau sangat rumit 😁,,,,,,,@Biggy Feri sya baru mekanik pemula,,"@Biggy Feri stip paham iku, anu bah  ,si rizky kan ngunu hahah",,,"<BX> is low quality trucks,",,,,good,,
51,Wah mantap bener Bang,Nyimk engini <BX> <M1> mntab keren smgt kk mksh tipsy  sukses sllu,,,,,,,@Biggy Feri bisa mas beggy ajar saya,,Ojo nganu.. nganu..,,,<BX> FH is not low quality trucks,,,,Excellent video ,,
52,Terbaikla tutorialnya Bossku.. Tapi sy tak fahm sgt.. 🤣 🤣 🤣,"Wa&#39;alaikum salam warohmatullohi wabbarokatuh,,, L31 ikut nyimak sensor engine <BX> bosQ....lanjutkan karyanya ea",,,,,,,makasih ilmunya bro,,Anu bah,,,"ha aha ha<br /><BX> filter )))) <br /><BX> engine<br />everything is bad<br />mac engine is same, only different letters :)  <M2> or M.... and color, <BX> is green Mac is red :)<br />In my opinion problem is not a filter, it&#39;s fuel. and also all emission stuff is only addition problem and pain in the ass",,,,,,
53,Mkasi 😁,Review sensor <BX> truck engine.,,,,,,,@Biggy Feri aamiin,,Hahaha..  kalian debat kusir ndek kene lho.,,,sorry josh to here you do love mack trucks beter then <BX>s but one thing you must keep in mind is that mack  and ud nissan and renault do only use <BX> eng and gearboxes,,,,,,
54,dulu mempelajari engine gini juga kak...<br />tapi sekarang sudah lupa,nyimak pengertian pungsi sensor pada <BX> truck.trmksh bosq udah berbagi tutor👍,,,,,,,Sama2 bosku. Semoga sukses selalu,,First,,,"legal esses motorzinhos de dentista zim,zim",,,,,,
55,Besar ya mesin deasel nya mantap k nyimak review ny,"mantap banget channel edukasi,,,semangat kerja dan berkarya bang",,,,,,,Cukup mudah proses penggantiannya. <br />Terima kasih 👍👍,,Makasi kawan 👍👍,,,I love Mercedes-Actros the father of alll heavy trucks ,,,,,,
56,"mesin <BX> memang keren, slm kawan baru plus satu ya. salkom",Mas feri mau nanya ni seting subtitlenya sampai banyak bahasa itu di buat sendiri ya!? Bagi triknya dong!?,,,,,,,Semoga bermanfaat,,,,,"too bad its the worst thing ever made,breakes down every 5 minutes and its not the father of heavy trucks,its just shit",,,,,,
57,Gede bner mesinx kwan,Asiiap,,,,,,,Ecu nya bisa diinstal android kah om?,,,,,D series has sensor problems n electrial problems too get MACK MP ENGINES SUPPORT AMERICAN BIG RIGS,,,,,,
58,<BX> <br />Slm sukses slalu,"Tinggal translate otomatis pak A, banyak kok video2nya YT.  😁<br />Ato bs japri via FB ato IG 😁",,,,,,,🤔🤔🤔🤔🤔,,,,,@Zsolt Lukács<br /> I rather Drive USA Mack then Swedish <BX>,,,,,,
59,"Hello there, i enjoyed this video. God bless","Detail banget penjelasannya, good job Bro and sukses selalu buat channelnya.",,,,,,,Bisa dapat motor ninja ya om 1 ecu,,,,,"@josh woermke no problem!Unfortunately, the computer errors of all trucks to occur now! every manufacturer is trying consumption and emissions reduced!&#39;s the birthday of smaller electrical and computer bugs! Europe in addition to three times the cost of fuel as the USA! many lived in the dense area, So you can only escape from the pre-development! of course it is also true that the truck manufacturers to apply the planned obsolescence trick! <BX>, for example, the much thinner wiring than 15 years, the first kidörzsölődnek vezetékek.azért these things do not happen by accident, this is also true !! wide roads!",,,,,,
60,Selamat mlm kmbali bos kuu..  😊😊,Trima kasih bang,,,,,,,"Iyo bos,. 🤣",,,,,sorry i wasnt trying to insult <BX> cause mack n <BX> are same truck right,,,,,,
61,L16 <br />Keren bosque...<br />Top bangeettt.... 😁🤘,Engine mantap,,,,,,,Thank you,,,,,<BX> is something they can do better! because he took the mack trucks!interesting that <BX> in Sweden from 60 to 90 metric tons gross weight rolling without a problem!no 36 metric tonn as in usa!,,,,,,
62,Hadir om. <br />Wow  ......... <br />Besar mesinnya ya om<br />👍👍👍,engine <BX> <M1> mantap,,,,,,,You&#39;re welcome,,,,,Mack engines are better then the <BX> D series,,,,,,
63,wah teknisi mesin <BX> berpengalaman ya mas broo mantaaap slamknlyh,السلام عليكم ورحمة الله وبركاته اريد التعرف عليك ولكن العائق الاكبر هو اللغة,,,,,,,,,,,,*than,,,,,,
64,Keren banget konten kamu bro.<br />Bermanfaat<br />Yuuk saling melengkapi,lokasi dan fungsi sensor pada engine <BX> truck👍👍mantap bos q,,,,,,,,,,,,yeah know,,,,,,
65,"Engine super jumbo mantap bos 👍<br />Komplit yah,ditunggu mampirnya 👍👍",Trima kasih kawan 😁😁,,,,,,,,,,,,They are made by the same company and are actually the same engines with different names. The same goes for the M-Drive and I-Shift.,,,,,,
66,mesin <BX> <M1> A 370 waw keren banget,Sangat bermanfaat om 👍,,,,,,,,,,,,"Except for the word &quot;<BX>&quot; and the <BX> vid,this is the same advert for the the Mack filter and injector. :D",,,,,,
67,Wah mantap nih Bang engine <BX> nya 👍,Trima kasih bang 👍😁,,,,,,,,,,,,,,,,,,
68,"Mesin <BX> tenaga nya sangat besar sekali , agak rumit juga klu ga tau seperti q ini hehee",<BX> engine terlalu banyak sensor nya bos...model engine jepun lebih simpel di bandingksn engine eropa,,,,,,,,,,,,,,,,,,
69,"mantap nii engine <BX> <M1> a 370, sangat lengkap review nya ni bang biggy. Paket sudah komplit. sukses utk video nya dan ditunggu kunjungannya .Thank you","Iya bang, eropa terlalu canggih. Klo trobel elektrik sedikit pusing 😁😁",,,,,,,,,,,,,,,,,,
70,Selamat siang boss... Bw rehat dulu.  😊😊,"Lengkappp ,boleh diikuti ini jejaknya",,,,,,,,,,,,,,,,,,
71,<BX>jmpol ku tambahin senpai...,Monggo di lanjut buko seh. 😁😁,,,,,,,,,,,,,,,,,,
72,"Besar juga ya mesin <BX> ini,pantas saja kuat membawa beban berat",Mantap resource ada di deskripsi .. <br />Makin luwes makin joss gandhos,,,,,,,,,,,,,,,,,,
73,Live Lihat langsung enginenya <BX> :D,Haha.. trima kasih kawan,,,,,,,,,,,,,,,,,,
74,@Biggy Feri 😁😁😉,Susah juga ya posisi lokasi dan fungsi sensor pada <BX>,,,,,,,,,,,,,,,,,,
75,Hehehe.. 😁,"Master engine beraksi, mantaf jiwa kaks",,,,,,,,,,,,,,,,,,
76,Terbaik Review <BX> engine 👍,"Bukan master bang, masih belajar jg. Ilmunya masih seujung kuku yg hitam.",,,,,,,,,,,,,,,,,,
77,Terima kasih ilmu yang sangat bermanfaat bang 👍👍👍,L2.. Full durasinya tnda support bgi yg selalu dtg ke channel kk.. Semangat terus berkarya ya.. Semoga sukses selalu... 🙏🙏🙏,,,,,,,,,,,,,,,,,,
78,Hadir bersilaturahmi  dengan nonton video &quot; REVIEW ENGINE <BX>... &quot; Salam saling kunjungi ya.,"Malaysia GMT +8 jg kan , sama kyk di Indo Bagian tengah atau WITA",,,,,,,,,,,,,,,,,,
79,Wooww besar mesin nya😲😲,@Biggy Feri di Malaysia mne sama..lain2.. 🤣 🤣,,,,,,,,,,,,,,,,,,
80,Engine super bige.... Kekuatanya luar biasa power speed 1900 rpm mantul om,"@kecik Eton official kok beda ya, saya di kalsel ini . GMT +8  😁",,,,,,,,,,,,,,,,,,
81,"@Mr. Bizantium ini tipe injectornya  EUI bang , ELECTRONIC UNIT INJECTOR 😁😁",@Biggy Feri selamat berbuka puasa.. Kk di sini jam 7.27 baru buka.. 🤣 🤣 🤣,,,,,,,,,,,,,,,,,,
82,@Biggy Feri <br />Ini injektornya pake bospom/UI (unit-injector) atau commonrail atau bahkan dual (bospom + commonrail)?,Trima kasih kakak .. buka puasa dulu 😁,,,,,,,,,,,,,,,,,,
83,Iya bang cocok memang buat di tambang. 😁,"Lokasi dan fungsi pada sensor <BX>, nyimak kawan 👍",,,,,,,,,,,,,,,,,,
84,Waalaikumsallam kawan,Hadir pertama gaes,,,,,,,,,,,,,,,,,,
85,sore bos... keren nih 😎👍👍👍,,,,,,,,,,,,,,,,,,,
86,Mkasi bang 👍,,,,,,,,,,,,,,,,,,,
