Comment ID,Video 0,Video 1,Video 2,Video 3,Video 4,Video 5,Video 6,Video 7,Video 8,Video 9,Video 10,Video 11,Video 12,Video 13,Video 14,Video 15,Video 16,Video 17,Video 18,Video 19
43,review engine <BX> <M1> a 370 wah boleh juga neh ilmunya om,muy buen video ser a bueno ver la tabla de c digos i como leerla por destello,,,,,,,you are welcome,semoga bermanfaat,mekanik ekadharma ya ma,,,you still having this problem,,,,<BX> 7 985 100 86 68,,
44,makasi bang semoga bermanfaat,i am from india brother what s app no plz tell me a something question answered plz,,,,,,,engine ecu replacement sangat bagus,terima kasih informasinya bos padahal masalahnya cuma sepele ya,maaf bukan ma,,,i can not find the crazy trouble but it wa challenge for me i hope will soon i can analize the trouble for made my day haha,,,,i work for the company who produced the engine animation please reach out if you guy would like to create new animation for aftermarket group,,
45,terbaik,walaikum assalam brother,,,,,,,oke terima kasih,semua pekerjaan harus dilakukan dengan teliti dan hati2,makasi informasinya ma,,,<BX> 7 985 100 86 68,,,,this is one of the best engine with high quality it very important use <BX> filter,,
46,selmt pagi bos kuu,,,,,,,,bang beggy software boleh x di install dengan <BX> tech tool,,biggy feri alhamdulillah,,,,,,,hillbilly 8 yep our poor old series 60 will only run 1 2 between inframes because of those good for nothing wix filter oh the horror,,
47,mantap bang ayo bikin video lagi,ikut belajar bang biar pinter,,,,,,,oke bang,,sama2 semoga bermanfaat,,,sorry have anyone answer me i useing <BX> engine to produce electricity but it consume more fuel for electric about 40 liter per hour,,,,mack engine and <BX> engine are the same,,
48,makasih bang sekarang jadi tau nama partnya,mantap menyimak penjelasannya,,,,,,,biggy feri masa install ecu lama x dibuka ya abg,,gudang ilmu channel ini mah,,,yes,,,,yes exactly the same other than paint color,,
49,engine <BX> mantappp,semngat siang dgn l36dri gua snepai salmgamer sllusupprt,,,,,,,ada bang di download dulu trus disimpan di laptop yg sudah terinstall <BX> tevh tool,,wkwkw stif lg nyepring paling kok gak muncul,,,vjbv,,,,yes mack mp10 d16 mp8 <M2> mp7 <M1>,,
50,luar biasa ma bro,mantep bosque walau sangat rumit,,,,,,,biggy feri sya baru mekanik pemula,,biggy feri stip paham iku anu bah si rizky kan ngunu hahah,,,<BX> is low quality truck,,,,good,,
51,wah mantap bener bang,nyimk engini <BX> <M1> mntab keren smgt kk mksh tipsy sukses sllu,,,,,,,biggy feri bisa ma beggy ajar saya,,ojo nganu nganu,,,<BX> fh is not low quality truck,,,,excellent video,,
52,terbaikla tutorialnya bossku tapi sy tak fahm sgt,wa alaikum salam warohmatullohi wabbarokatuh l31 ikut nyimak sensor engine <BX> bosq lanjutkan karyanya ea,,,,,,,makasih ilmunya bro,,anu bah,,,ha aha ha <BX> filter <BX> engine everything is bad mac engine is same only different letter <M2> or m and color <BX> is green mac is red in my opinion problem is not a filter it s fuel and also all emission stuff is only addition problem and pain in the as,,,,,,
53,mkasi,review sensor <BX> truck engine,,,,,,,biggy feri aamiin,,hahaha kalian debat kusir ndek kene lho,,,sorry josh to here you do love mack truck beter then <BX>s but one thing you must keep in mind is that mack and ud nissan and renault do only use <BX> eng and gearbox,,,,,,
54,dulu mempelajari engine gini juga kak tapi sekarang sudah lupa,nyimak pengertian pungsi sensor pada <BX> truck trmksh bosq udah berbagi tutor,,,,,,,sama2 bosku semoga sukses selalu,,first,,,legal es motorzinhos de dentista zim zim,,,,,,
55,besar ya mesin deasel nya mantap k nyimak review ny,mantap banget channel edukasi semangat kerja dan berkarya bang,,,,,,,cukup mudah prose penggantiannya terima kasih,,makasi kawan,,,i love mercedes actros the father of alll heavy truck,,,,,,
56,mesin <BX> memang keren slm kawan baru plus satu ya salkom,ma feri mau nanya ni seting subtitlenya sampai banyak bahasa itu di buat sendiri ya bagi triknya dong,,,,,,,semoga bermanfaat,,,,,too bad it the worst thing ever made breakes down every 5 minute and it not the father of heavy truck it just shit,,,,,,
57,gede bner mesinx kwan,asiiap,,,,,,,ecu nya bisa diinstal android kah om,,,,,d series ha sensor problem n electrial problem too get mack mp engine support american big rig,,,,,,
58,<BX> slm sukses slalu,tinggal translate otomatis pak a banyak kok video2nya yt ato b japri via fb ato ig,,,,,,,,,,,,zsolt luk c i rather drive usa mack then swedish <BX>,,,,,,
59,hello there i enjoyed this video god bless,detail banget penjelasannya good job bro and sukses selalu buat channelnya,,,,,,,bisa dapat motor ninja ya om 1 ecu,,,,,josh woermke no problem unfortunately the computer error of all truck to occur now every manufacturer is trying consumption and emission reduced s the birthday of smaller electrical and computer bug europe in addition to three time the cost of fuel a the usa many lived in the dense area so you can only escape from the pre development of course it is also true that the truck manufacturer to apply the planned obsolescence trick <BX> for example the much thinner wiring than 15 year the first kid rzs l dnek vezet kek az rt these thing do not happen by accident this is also true wide road,,,,,,
60,selamat mlm kmbali bos kuu,trima kasih bang,,,,,,,iyo bos,,,,,sorry i wasnt trying to insult <BX> cause mack n <BX> are same truck right,,,,,,
61,l16 keren bosque top bangeettt,engine mantap,,,,,,,thank you,,,,,<BX> is something they can do better because he took the mack truck interesting that <BX> in sweden from 60 to 90 metric ton gross weight rolling without a problem no 36 metric tonn a in usa,,,,,,
62,hadir om wow besar mesinnya ya om,engine <BX> <M1> mantap,,,,,,,you are welcome,,,,,mack engine are better then the <BX> d series,,,,,,
63,wah teknisi mesin <BX> berpengalaman ya ma broo mantaaap slamknlyh,,,,,,,,,,,,,than,,,,,,
64,keren banget konten kamu bro bermanfaat yuuk saling melengkapi,lokasi dan fungsi sensor pada engine <BX> truck mantap bos q,,,,,,,,,,,,yeah know,,,,,,
65,engine super jumbo mantap bos komplit yah ditunggu mampirnya,trima kasih kawan,,,,,,,,,,,,they are made by the same company and are actually the same engine with different name the same go for the m drive and i shift,,,,,,
66,mesin <BX> <M1> a 370 waw keren banget,sangat bermanfaat om,,,,,,,,,,,,except for the word <BX> and the <BX> vid this is the same advert for the the mack filter and injector d,,,,,,
67,wah mantap nih bang engine <BX> nya,trima kasih bang,,,,,,,,,,,,,,,,,,
68,mesin <BX> tenaga nya sangat besar sekali agak rumit juga klu ga tau seperti q ini hehee,<BX> engine terlalu banyak sensor nya bos model engine jepun lebih simpel di bandingksn engine eropa,,,,,,,,,,,,,,,,,,
69,mantap nii engine <BX> <M1> a 370 sangat lengkap review nya ni bang biggy paket sudah komplit sukses utk video nya dan ditunggu kunjungannya thank you,iya bang eropa terlalu canggih klo trobel elektrik sedikit pusing,,,,,,,,,,,,,,,,,,
70,selamat siang bos bw rehat dulu,lengkappp boleh diikuti ini jejaknya,,,,,,,,,,,,,,,,,,
71,<BX>jmpol ku tambahin senpai,monggo di lanjut buko seh,,,,,,,,,,,,,,,,,,
72,besar juga ya mesin <BX> ini pantas saja kuat membawa beban berat,mantap resource ada di deskripsi makin luwes makin joss gandhos,,,,,,,,,,,,,,,,,,
73,live lihat langsung enginenya <BX> d,haha trima kasih kawan,,,,,,,,,,,,,,,,,,
74,biggy feri,susah juga ya posisi lokasi dan fungsi sensor pada <BX>,,,,,,,,,,,,,,,,,,
75,hehehe,master engine beraksi mantaf jiwa kaks,,,,,,,,,,,,,,,,,,
76,terbaik review <BX> engine,bukan master bang masih belajar jg ilmunya masih seujung kuku yg hitam,,,,,,,,,,,,,,,,,,
77,terima kasih ilmu yang sangat bermanfaat bang,l2 full durasinya tnda support bgi yg selalu dtg ke channel kk semangat terus berkarya ya semoga sukses selalu,,,,,,,,,,,,,,,,,,
78,hadir bersilaturahmi dengan nonton video review engine <BX> salam saling kunjungi ya,malaysia gmt 8 jg kan sama kyk di indo bagian tengah atau wita,,,,,,,,,,,,,,,,,,
79,wooww besar mesin nya,biggy feri di malaysia mne sama lain2,,,,,,,,,,,,,,,,,,
80,engine super bige kekuatanya luar biasa power speed 1900 rpm mantul om,kecik eton official kok beda ya saya di kalsel ini gmt 8,,,,,,,,,,,,,,,,,,
81,mr bizantium ini tipe injectornya eui bang electronic unit injector,biggy feri selamat berbuka puasa kk di sini jam 7 27 baru buka,,,,,,,,,,,,,,,,,,
82,biggy feri ini injektornya pake bospom ui unit injector atau commonrail atau bahkan dual bospom commonrail,trima kasih kakak buka puasa dulu,,,,,,,,,,,,,,,,,,
83,iya bang cocok memang buat di tambang,lokasi dan fungsi pada sensor <BX> nyimak kawan,,,,,,,,,,,,,,,,,,
84,waalaikumsallam kawan,hadir pertama gaes,,,,,,,,,,,,,,,,,,
85,sore bos keren nih,,,,,,,,,,,,,,,,,,,
86,mkasi bang,,,,,,,,,,,,,,,,,,,
